Year	Region	Vocation	Vehicle	Stock [veh]
2017	2	industrial	VCC 21400 (GAS LHD1)	547.196466530952
2017	2	industrial	VCC 22400 (DSL LHD1)	2254.5872055703567
2018	1	agricultural	VCC 22601 (DSL T6 Ag)	4.033674928969418
2018	1	commercial	VCC 21400 (GAS LHD1)	1333.2524983965768
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	120.23492473935416
2018	1	industrial	VCC 21400 (GAS LHD1)	597.6842947075454
2018	1	industrial	VCC 22400 (DSL LHD1)	3202.348546886093
2018	2	agricultural	VCC 22601 (DSL T6 Ag)	0.5828513022999721
2018	2	commercial	VCC 21400 (GAS LHD1)	1580.4678263483472
2018	2	commercial	VCC 24724 (NG T7 SWCVng)	160.415137942104
2018	2	industrial	VCC 21400 (GAS LHD1)	603.9501066014471
2018	2	industrial	VCC 22400 (DSL LHD1)	2508.283801056723
2019	1	agricultural	VCC 22601 (DSL T6 Ag)	3.922002637315397
2019	1	commercial	VCC 21400 (GAS LHD1)	1343.2023427645856
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	120.98400831880015
2019	1	industrial	VCC 21400 (GAS LHD1)	601.1035731626502
2019	1	industrial	VCC 22400 (DSL LHD1)	3207.262011684711
2019	2	agricultural	VCC 22601 (DSL T6 Ag)	0.5758252573222439
2019	2	commercial	VCC 21400 (GAS LHD1)	1692.0869949466994
2019	2	commercial	VCC 24724 (NG T7 SWCVng)	171.36913399304902
2019	2	industrial	VCC 21400 (GAS LHD1)	650.9067756199362
2019	2	industrial	VCC 22400 (DSL LHD1)	2718.4142558733697
2020	1	agricultural	VCC 22601 (DSL T6 Ag)	3.8060059947816844
2020	1	commercial	VCC 21400 (GAS LHD1)	1500.8448117959235
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	134.23290121203402
2020	1	industrial	VCC 21400 (GAS LHD1)	665.8036014162918
2020	1	industrial	VCC 22400 (DSL LHD1)	3482.3476244863873
2020	2	agricultural	VCC 22601 (DSL T6 Ag)	0.5590583553574056
2020	2	commercial	VCC 21400 (GAS LHD1)	1823.48385510463
2020	2	commercial	VCC 24724 (NG T7 SWCVng)	184.45667874574093
2020	2	industrial	VCC 21400 (GAS LHD1)	706.6293251146766
2020	2	industrial	VCC 22400 (DSL LHD1)	2967.4384653298507
