Year	Region	Vocation	Vehicle	Model Year	Sales [veh]	Stock [veh]	 Travel [mi]	 Energy [mi]
2020	2	industrial	VCC 22400 (DSL LHD1)	2013	0.0	107.54766046587295	1697926.8436500558	82269.34306440134
2010	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	0.0	0.0	0.0
2011	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	0.0	0.0	0.0
2012	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	0.0	0.0	0.0
2013	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	0.0	0.0	0.0
2014	2	industrial	VCC 22400 (DSL LHD1)	2014	350.52492215892113	350.52492215892113	8037657.91848434	384893.2492998166
2015	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	347.0196729373319	7567817.73180756	362394.36741958855
2016	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	343.5494762079586	7280089.411931323	348616.13885153015
2017	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	340.113981445879	7047649.925777839	337485.48487265763
2018	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	336.7128416314202	6289692.281867815	301189.7400978944
2019	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	333.345713215106	5889140.429130529	282008.8162918975
2020	2	industrial	VCC 22400 (DSL LHD1)	2014	0.0	330.01225608295493	5660105.219793331	271041.180343728
2010	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2011	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2012	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2013	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2014	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2015	2	industrial	VCC 22400 (DSL LHD1)	2015	450.91306631232015	450.91306631232015	1.0339592847409848e7	491467.94391415466
2016	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	446.40393564919697	9735193.371485772	462739.25293773867
2017	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	441.939896292705	9365061.461374499	445145.9132846231
2018	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	437.52049732977787	9066052.76097171	430933.2461740207
2019	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	433.1452923564801	8091020.791075496	384587.42148175504
2020	2	industrial	VCC 22400 (DSL LHD1)	2015	0.0	428.8138394329153	7575753.394331124	360095.41180775774
2010	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2011	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2012	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2013	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2014	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2015	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2016	2	industrial	VCC 22400 (DSL LHD1)	2016	309.0998462270427	309.0998462270427	7087766.573991808	326409.59525682504
2017	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	306.00884776477227	6673452.15503807	307329.3673192969
2018	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	302.9487592871245	6419727.601356868	295644.70925258
2019	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	299.91927169425327	6214757.840620252	286205.3328364001
2020	2	industrial	VCC 22400 (DSL LHD1)	2016	0.0	296.92007897731077	5546375.718926265	255424.64394921486
2010	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2011	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2012	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2013	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2014	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2015	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2016	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2017	2	industrial	VCC 22400 (DSL LHD1)	2017	224.18008115772986	224.18008115772986	5140526.937103066	229131.01904183457
2018	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	221.93828034615257	4840038.142949338	215737.19687972436
2019	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	219.71889754269102	4656019.963289098	207534.87179833185
2020	2	industrial	VCC 22400 (DSL LHD1)	2017	0.0	217.5217085672641	4507362.051751143	200908.67585070044
2010	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2011	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2012	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2013	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2014	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2015	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2016	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2017	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2018	2	industrial	VCC 22400 (DSL LHD1)	2018	276.2424675420696	276.2424675420696	6334335.495992235	263677.74058971094
2019	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	273.48004286664894	5964062.78694025	248264.49457730257
2020	2	industrial	VCC 22400 (DSL LHD1)	2018	0.0	270.7452424379824	5737309.206696074	238825.4821114739
2010	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2011	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2012	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2013	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2014	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2015	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2016	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2017	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2018	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2019	2	industrial	VCC 22400 (DSL LHD1)	2019	235.43248811012924	235.43248811012924	5398548.527368069	224679.40089514584
2020	2	industrial	VCC 22400 (DSL LHD1)	2019	0.0	233.07816322902795	5082977.116690197	211545.79745872234
2010	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2011	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2012	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2013	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2014	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2015	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2016	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2017	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2018	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2019	2	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2020	2	industrial	VCC 22400 (DSL LHD1)	2020	284.94892108325666	284.94892108325666	6533977.492390742	271878.3811589875
