Year	Region	Vocation	Vehicle	Model Year	Sales [veh]	Stock [veh]	 Travel [mi]	 Energy [mi]
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	0.0	0.0	0.0
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	0.0	0.0	0.0
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	0.0	0.0	0.0
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	2.0488513913711865	2.0488513913711865	50556.57312045071	20638.841330028685
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	2.0283628774574747	42870.35568759738	17501.07679747593
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	0.0	0.0	0.0	0.0
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2020	14.60735743582676	14.60735743582676	360444.85091068404	126249.04977504293
2010	1	industrial	VCC 21400 (GAS LHD1)	2010	35.79802300084855	35.79802300084855	820861.0710664468	80340.74019715024
2011	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	35.440042770840066	772877.7502064459	75644.43329347229
2012	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	35.08564234313167	743492.949406875	72768.43304203359
2013	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	34.73478591970034	719754.625694031	70445.07460130291
2014	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	34.38743806050334	642346.76264326	62868.8778077347
2015	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	34.04356367989831	601439.6444018332	58865.14529477876
2016	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	33.703128043099326	578048.9889204523	56575.8144429341
2017	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	33.366096762668334	526772.8848377599	51557.2305416686
2018	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	33.03243579504165	505777.5769260886	49502.34130675906
2019	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	32.0414627211904	489916.5453059941	47949.96287688265
2020	1	industrial	VCC 21400 (GAS LHD1)	2010	0.0	31.080218839554682	464236.9313204047	45436.60310346937
2010	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2011	23.306070451748603	23.306070451748603	534416.2707789463	52880.37586770479
2012	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	23.073009747231115	503177.04127050296	49789.26077905644
2013	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	22.842279649758805	484046.2574942825	47896.27380982403
2014	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	22.613856853261215	468591.57596494665	46367.03637288042
2015	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	22.387718284728603	418195.6893055684	41380.374150097
2016	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	22.163841101881317	391563.37556885445	38745.112393243406
2017	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	21.942202690862505	376335.04118433496	37238.27195794241
2018	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	21.72278066395388	342952.066537548	33935.03374565686
2019	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	21.50555285731434	329283.20763620676	32582.503076386634
2020	1	industrial	VCC 21400 (GAS LHD1)	2011	0.0	20.86038627159491	318956.9859795926	31560.72564865398
2010	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 21400 (GAS LHD1)	2012	102.61699070416937	102.61699070416937	2353043.152607713	230382.73076921792
2013	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	101.59082079712768	2215496.3391837096	216915.73997046953
2014	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	100.5749125891564	2131263.2006547474	208668.60669794198
2015	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	99.56916346326483	2063215.9974973071	202006.21273918895
2016	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	98.57347182863218	1841322.1246730366	180280.93485571296
2017	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	97.58773711034586	1724059.6330484198	168799.9498991291
2018	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	96.61185973924239	1657009.0398902334	162235.13244800858
2019	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	95.64574114184997	1510023.283278061	147843.98966128833
2020	1	industrial	VCC 21400 (GAS LHD1)	2012	0.0	94.68928373043147	1449839.084928558	141951.45005803087
2010	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 21400 (GAS LHD1)	2013	110.60650148562722	110.60650148562722	2536245.403112132	248817.24752154513
2014	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	109.50043647077095	2387989.527365552	234272.6695848456
2015	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	108.40543210606323	2297198.2003356884	225365.62610132498
2016	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	107.3213777850026	2223853.0064698504	218170.1278919488
2017	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	106.24816400715257	1984683.013218508	194706.46016581965
2018	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	105.18568236708104	1858290.7475217169	182306.80214373
2019	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	104.13382554341023	1786019.757299999	175216.68821368244
2020	1	industrial	VCC 21400 (GAS LHD1)	2013	0.0	103.09248728797613	1627590.0450707772	159674.01049245935
2010	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 21400 (GAS LHD1)	2014	87.33355906978395	87.33355906978395	2002588.769675028	195819.51099219354
2015	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	86.46022347908611	1885527.7189406913	184372.908445456
2016	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	85.59562124429524	1813839.9825446801	177363.0531532573
2017	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	84.73966503185228	1755927.5024017359	171700.1863112662
2018	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	83.89226838153377	1567081.761393915	153234.24801325466
2019	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	83.05334569771843	1467283.9533633543	143475.7003460726
2020	1	industrial	VCC 21400 (GAS LHD1)	2014	0.0	82.22281224074123	1410219.6514571924	137895.77107472808
2010	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 21400 (GAS LHD1)	2015	12.725624566839832	12.725624566839832	291802.9806192935	28393.389883893044
2016	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	12.598368321171433	274745.6775743709	26733.658188574704
2017	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	12.472384637959719	264299.8509169084	25717.244893839204
2018	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	12.34766079158012	255861.25654512979	24896.14190317944
2019	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	12.22418418366432	228343.99941385986	22218.622267823717
2020	1	industrial	VCC 21400 (GAS LHD1)	2015	0.0	12.101942341827677	213802.1732119106	20803.654743847517
2010	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 21400 (GAS LHD1)	2016	63.709420827683736	63.709420827683736	1460879.0942560106	139281.11168743978
2017	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	63.0723266194069	1375483.607993903	131139.4534855794
2018	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	62.44160335321283	1323187.7412631297	126153.53337517506
2019	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	61.8171873196807	1280940.8592180095	122125.68964758092
2020	1	industrial	VCC 21400 (GAS LHD1)	2016	0.0	61.19901544648389	1143178.7788272465	108991.36814168538
2010	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2017	1	industrial	VCC 21400 (GAS LHD1)	2017	67.13923469682433	67.13923469682433	1539525.914671612	143760.82692902428
2018	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	66.46784234985608	1449533.1393533698	135357.30758966453
2019	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	65.80316392635753	1394421.910519446	130211.0247276904
2020	1	industrial	VCC 21400 (GAS LHD1)	2017	0.0	65.14513228709394	1349900.6561745333	126053.63297510837
2010	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2017	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2018	1	industrial	VCC 21400 (GAS LHD1)	2018	115.98216126604363	115.98216126604363	2659511.1444894373	237872.86055663766
2019	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	114.8223396533832	2504049.7868068353	223968.03525270818
2020	1	industrial	VCC 21400 (GAS LHD1)	2018	0.0	113.67411625684936	2408845.85040438	215452.77381632422
2010	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2017	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2018	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2019	1	industrial	VCC 21400 (GAS LHD1)	2019	10.056770118080976	10.056770118080976	230605.223377875	20627.972386514797
2020	1	industrial	VCC 21400 (GAS LHD1)	2019	0.0	9.956202416900167	217125.22680432932	19422.167101550498
2010	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2017	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2018	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2019	1	industrial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2020	1	industrial	VCC 21400 (GAS LHD1)	2020	71.78200429683824	71.78200429683824	1645986.2302731697	147248.99976439422
2010	1	industrial	VCC 22400 (DSL LHD1)	2010	417.82064295174695	417.82064295174695	9580772.113558134	478098.9127830078
2011	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	413.6424365222295	9020729.399126383	450151.7066801768
2012	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	409.50601215700715	8677761.39883221	433036.94535233325
2013	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	405.41095203543705	8400696.889541794	419210.8946862236
2014	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	401.3568425150827	7497222.328708439	374125.780444725
2015	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	397.34327408993187	7019770.307278906	350300.0084040274
2016	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	393.3698413490325	6746763.646769701	336676.4521786099
2017	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	389.43614293554225	6148288.8434158005	306811.4110921395
2018	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	385.5417815061868	5903239.750888639	294582.9911561404
2019	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	373.97552806100117	5718115.940301983	285344.9577781752
2020	1	industrial	VCC 22400 (DSL LHD1)	2010	0.0	362.7562622191711	5418393.443728434	270388.2300687626
2010	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2011	219.12199770692123	219.12199770692123	5024543.331000689	250151.9800694825
2012	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	216.93077772985203	4730834.342568385	235529.380525513
2013	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	214.76146995255348	4550968.089807183	226574.55691034242
2014	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	212.61385525302794	4405664.285905816	219340.45982667457
2015	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	210.48771670049769	3931845.785104622	195750.9257415209
2016	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	208.3828395334927	3681450.6873283507	183284.75212491263
2017	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	206.29901113815777	3538274.9829987283	176156.6046343894
2018	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	204.2360210267762	3224410.6570005785	160530.55119044907
2019	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	202.1936608165084	3095897.0289723407	154132.37002265445
2020	1	industrial	VCC 22400 (DSL LHD1)	2011	0.0	196.12785099201315	2998810.635843721	149298.82558308615
2010	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 22400 (DSL LHD1)	2012	670.3417564491069	670.3417564491069	1.5371168742093213e7	766337.5651684939
2013	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	663.6383388846159	1.447264919019529e7	721541.4083367673
2014	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	657.0019554957697	1.3922399278896425e7	694108.4145069482
2015	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	650.431935940812	1.3477883401233347e7	671946.8455929197
2016	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	643.9276165814039	1.2028369754091553e7	599680.5932560218
2017	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	637.4883404155897	1.1262356795985477e7	561490.6211691897
2018	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	631.1134570114339	1.0824351236865267e7	539653.6275522205
2019	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	624.8023224413196	9864172.13217436	491783.40183545486
2020	1	industrial	VCC 22400 (DSL LHD1)	2012	0.0	618.5542992169063	9471021.04720059	472182.651218679
2010	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 22400 (DSL LHD1)	2013	491.0450409864979	491.0450409864979	1.1259832932016648e7	545570.6538807987
2014	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	486.1345905766329	1.060164094868257e7	513679.3964443211
2015	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	481.2732446708666	1.0198566714313164e7	494149.3132774446
2016	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	476.46051222415787	9872945.767585244	478372.0602847735
2017	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	471.6959071019163	8811134.413267098	426924.306275367
2018	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	466.97894803089713	8250007.404855914	399736.1205591659
2019	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	462.30915855058817	7929155.457828464	384189.9390486963
2020	1	industrial	VCC 22400 (DSL LHD1)	2013	0.0	457.68606696508226	7225796.03961934	350110.19203802344
2010	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 22400 (DSL LHD1)	2014	387.7233927814763	387.7233927814763	8890631.738757618	425738.96189199516
2015	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	383.84615885366156	8370931.084888527	400852.4495074729
2016	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	380.00769726512493	8052668.407032058	385612.04521888925
2017	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	376.2076202924737	7795561.934736908	373300.18191974127
2018	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	372.44554408954895	6957168.169547768	333152.6534047177
2019	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	368.72108864865345	6514108.879008091	311936.20805487066
2020	1	industrial	VCC 22400 (DSL LHD1)	2014	0.0	365.03387776216687	6260767.952823182	299804.66261603194
2010	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 22400 (DSL LHD1)	2015	56.49631467601419	56.49631467601419	1295480.0709290775	61577.56269878385
2016	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	55.931351529254044	1219752.9617967517	57978.054751703494
2017	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	55.3720380139615	1173377.971964905	55773.729954967705
2018	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	54.818317633821884	1135914.2325195696	53992.98024187363
2019	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	54.270134457483664	1013749.4138308249	48186.166265185624
2020	1	industrial	VCC 22400 (DSL LHD1)	2015	0.0	53.72743311290883	949189.9429180936	45117.48542853024
2010	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 22400 (DSL LHD1)	2016	282.8426303398834	282.8426303398834	6485679.515836513	298681.9618887923
2017	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	280.01420403648456	6106560.012947665	281222.54894113605
2018	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	277.2140619961197	5874388.690247325	270530.47172869777
2019	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	274.44192137615846	5686830.569547719	261892.94541831737
2020	1	industrial	VCC 22400 (DSL LHD1)	2016	0.0	271.6975021623969	5075225.744506109	233726.99478846748
2010	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	0.0	0.0	0.0
2017	1	industrial	VCC 22400 (DSL LHD1)	2017	298.0696349685061	298.0696349685061	6834840.007975665	304652.3975415491
2018	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	295.08893861882103	6435310.376605292	286843.98360006086
2019	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	292.1380492326328	6190639.969869623	275938.1795238123
2020	1	industrial	VCC 22400 (DSL LHD1)	2017	0.0	289.21666874030643	5992984.543934959	267127.9953310844
2010	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2017	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	0.0	0.0	0.0
2018	1	industrial	VCC 22400 (DSL LHD1)	2018	514.9114769724874	514.9114769724874	1.1807098578656793e7	491491.0298183591
2019	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	509.7623622027626	1.1116916257317927e7	462760.9893585923
2020	1	industrial	VCC 22400 (DSL LHD1)	2018	0.0	504.66473858073493	1.0694251263223397e7	445166.82328707265
2010	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2017	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2018	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	0.0	0.0	0.0
2019	1	industrial	VCC 22400 (DSL LHD1)	2019	44.64778589760329	44.64778589760329	1023789.2006433791	42608.553591277516
2020	1	industrial	VCC 22400 (DSL LHD1)	2019	0.0	44.20130803862726	963943.7439162706	40117.87645915986
2010	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2011	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2012	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2013	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2014	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2015	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2016	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2017	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2018	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2019	1	industrial	VCC 22400 (DSL LHD1)	2020	0.0	0.0	0.0	0.0
2020	1	industrial	VCC 22400 (DSL LHD1)	2020	318.68161669607343	318.68161669607343	7307479.890834332	304063.7659657679
2010	2	agricultural	VCC 22601 (DSL T6 Ag)	2010	6.488966893875564e-2	6.488966893875564e-2	463.57043721192707	51.18205650822429
2011	2	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	6.424077224936808e-2	422.98621166597417	46.701218304372496
2012	2	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	6.35983645268744e-2	415.04728021043417	45.82469382016211
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	6.296238088160565e-2	377.7092476686785	41.702262495697816
