Vehicle	Model Year	Fuel	Pollutant	Emission Rate [g/gge]
VCC 24724 (NG T7 SWCVng)	2016	ELEC	PM25	0.035208062
VCC 24724 (NG T7 SWCVng)	2016	ELEC	ROG	0.094599506
VCC 24724 (NG T7 SWCVng)	2016	ELEC	TOG	0.584417703
VCC 24724 (NG T7 SWCVng)	2017	ELEC	CH4	1.403804953
VCC 24724 (NG T7 SWCVng)	2017	ELEC	CO	39.93567037
VCC 24724 (NG T7 SWCVng)	2017	ELEC	CO2	8982.569059
VCC 24724 (NG T7 SWCVng)	2017	ELEC	HC	5.42947968
VCC 24724 (NG T7 SWCVng)	2017	ELEC	NOx	0.482855379
VCC 24724 (NG T7 SWCVng)	2017	ELEC	PM	0.091271874
VCC 24724 (NG T7 SWCVng)	2017	ELEC	PM10	0.127609331
VCC 24724 (NG T7 SWCVng)	2017	ELEC	PM25	0.005640137
VCC 24724 (NG T7 SWCVng)	2017	ELEC	ROG	0.111755123
VCC 24724 (NG T7 SWCVng)	2017	ELEC	TOG	0.279270563
VCC 24724 (NG T7 SWCVng)	2018	ELEC	CH4	9.422075378
VCC 24724 (NG T7 SWCVng)	2018	ELEC	CO	11.43272984
VCC 24724 (NG T7 SWCVng)	2018	ELEC	CO2	9165.050956
VCC 24724 (NG T7 SWCVng)	2018	ELEC	HC	2.936805633
VCC 24724 (NG T7 SWCVng)	2018	ELEC	NOx	0.369401796
VCC 24724 (NG T7 SWCVng)	2018	ELEC	PM	0.103694786
VCC 24724 (NG T7 SWCVng)	2018	ELEC	PM10	0.031216781
VCC 24724 (NG T7 SWCVng)	2018	ELEC	PM25	0.048390814
VCC 24724 (NG T7 SWCVng)	2018	ELEC	ROG	0.030476426
VCC 24724 (NG T7 SWCVng)	2018	ELEC	TOG	11.08082955
VCC 24724 (NG T7 SWCVng)	2019	ELEC	CH4	1.331015565
VCC 24724 (NG T7 SWCVng)	2019	ELEC	CO	24.0928431
VCC 24724 (NG T7 SWCVng)	2019	ELEC	CO2	1212.559956
VCC 24724 (NG T7 SWCVng)	2019	ELEC	HC	3.453376366
VCC 24724 (NG T7 SWCVng)	2019	ELEC	NOx	0.715725575
VCC 24724 (NG T7 SWCVng)	2019	ELEC	PM	0.197874041
VCC 24724 (NG T7 SWCVng)	2019	ELEC	PM10	0.198693093
VCC 24724 (NG T7 SWCVng)	2019	ELEC	PM25	0.099629124
VCC 24724 (NG T7 SWCVng)	2019	ELEC	ROG	0.053255991
VCC 24724 (NG T7 SWCVng)	2019	ELEC	TOG	3.549007434
VCC 24724 (NG T7 SWCVng)	2020	ELEC	CH4	3.459194092
VCC 24724 (NG T7 SWCVng)	2020	ELEC	CO	22.66603947
VCC 24724 (NG T7 SWCVng)	2020	ELEC	CO2	9853.316015
VCC 24724 (NG T7 SWCVng)	2020	ELEC	HC	10.52775015
VCC 24724 (NG T7 SWCVng)	2020	ELEC	NOx	0.971987122
VCC 24724 (NG T7 SWCVng)	2020	ELEC	PM	0.177206982
VCC 24724 (NG T7 SWCVng)	2020	ELEC	PM10	0.072581731
VCC 24724 (NG T7 SWCVng)	2020	ELEC	PM25	0.057944036
VCC 24724 (NG T7 SWCVng)	2020	ELEC	ROG	0.042411046
VCC 24724 (NG T7 SWCVng)	2020	ELEC	TOG	6.026877102
VCC 24724 (NG T7 SWCVng)	2010	NG	CH4	10.682452
VCC 24724 (NG T7 SWCVng)	2010	NG	CO	39.44996607
VCC 24724 (NG T7 SWCVng)	2010	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2010	NG	HC	10.92407397
VCC 24724 (NG T7 SWCVng)	2010	NG	NOx	3.839594489
VCC 24724 (NG T7 SWCVng)	2010	NG	PM	0.271404975
VCC 24724 (NG T7 SWCVng)	2010	NG	PM10	0.268005875
VCC 24724 (NG T7 SWCVng)	2010	NG	PM25	0.102071514
VCC 24724 (NG T7 SWCVng)	2010	NG	ROG	0.152631172
VCC 24724 (NG T7 SWCVng)	2010	NG	TOG	10.90222585
VCC 24724 (NG T7 SWCVng)	2011	NG	CH4	10.67320944
VCC 24724 (NG T7 SWCVng)	2011	NG	CO	39.39172486
VCC 24724 (NG T7 SWCVng)	2011	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2011	NG	HC	10.91462242
VCC 24724 (NG T7 SWCVng)	2011	NG	NOx	2.547617291
VCC 24724 (NG T7 SWCVng)	2011	NG	PM	0.272727382
VCC 24724 (NG T7 SWCVng)	2011	NG	PM10	0.269311699
VCC 24724 (NG T7 SWCVng)	2011	NG	PM25	0.102569141
VCC 24724 (NG T7 SWCVng)	2011	NG	ROG	0.152499094
VCC 24724 (NG T7 SWCVng)	2011	NG	TOG	10.89279313
VCC 24724 (NG T7 SWCVng)	2012	NG	CH4	10.67341067
VCC 24724 (NG T7 SWCVng)	2012	NG	CO	39.38565666
VCC 24724 (NG T7 SWCVng)	2012	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2012	NG	HC	10.91482813
VCC 24724 (NG T7 SWCVng)	2012	NG	NOx	2.112436627
VCC 24724 (NG T7 SWCVng)	2012	NG	PM	0.273175714
VCC 24724 (NG T7 SWCVng)	2012	NG	PM10	0.269754431
VCC 24724 (NG T7 SWCVng)	2012	NG	PM25	0.102737551
VCC 24724 (NG T7 SWCVng)	2012	NG	ROG	0.152502014
VCC 24724 (NG T7 SWCVng)	2012	NG	TOG	10.89299847
VCC 24724 (NG T7 SWCVng)	2013	NG	CH4	10.67310435
VCC 24724 (NG T7 SWCVng)	2013	NG	CO	39.3845264
VCC 24724 (NG T7 SWCVng)	2013	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2013	NG	HC	10.91451489
VCC 24724 (NG T7 SWCVng)	2013	NG	NOx	2.114341356
VCC 24724 (NG T7 SWCVng)	2013	NG	PM	0.273167489
VCC 24724 (NG T7 SWCVng)	2013	NG	PM10	0.269746315
VCC 24724 (NG T7 SWCVng)	2013	NG	PM25	0.102734491
VCC 24724 (NG T7 SWCVng)	2013	NG	ROG	0.152497601
VCC 24724 (NG T7 SWCVng)	2013	NG	TOG	10.89268582
VCC 24724 (NG T7 SWCVng)	2014	NG	CH4	12.15274133
VCC 24724 (NG T7 SWCVng)	2014	NG	CO	44.84449381
VCC 24724 (NG T7 SWCVng)	2014	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2014	NG	HC	12.42761914
VCC 24724 (NG T7 SWCVng)	2014	NG	NOx	2.40863422
VCC 24724 (NG T7 SWCVng)	2014	NG	PM	0.31103682
VCC 24724 (NG T7 SWCVng)	2014	NG	PM10	0.307141364
VCC 24724 (NG T7 SWCVng)	2014	NG	PM25	0.116976676
VCC 24724 (NG T7 SWCVng)	2014	NG	ROG	0.173638714
VCC 24724 (NG T7 SWCVng)	2014	NG	TOG	12.4027639
VCC 24724 (NG T7 SWCVng)	2015	NG	CH4	12.15261224
VCC 24724 (NG T7 SWCVng)	2015	NG	CO	44.84401754
VCC 24724 (NG T7 SWCVng)	2015	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2015	NG	HC	12.42748716
VCC 24724 (NG T7 SWCVng)	2015	NG	NOx	2.408878521
VCC 24724 (NG T7 SWCVng)	2015	NG	PM	0.31103339
VCC 24724 (NG T7 SWCVng)	2015	NG	PM10	0.307137956
VCC 24724 (NG T7 SWCVng)	2015	NG	PM25	0.116975389
VCC 24724 (NG T7 SWCVng)	2015	NG	ROG	0.173636841
VCC 24724 (NG T7 SWCVng)	2015	NG	TOG	12.4026322
VCC 24724 (NG T7 SWCVng)	2016	NG	CH4	12.15264018
VCC 24724 (NG T7 SWCVng)	2016	NG	CO	44.84412044
VCC 24724 (NG T7 SWCVng)	2016	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2016	NG	HC	12.42751568
VCC 24724 (NG T7 SWCVng)	2016	NG	NOx	2.408796248
VCC 24724 (NG T7 SWCVng)	2016	NG	PM	0.311034106
VCC 24724 (NG T7 SWCVng)	2016	NG	PM10	0.307138692
VCC 24724 (NG T7 SWCVng)	2016	NG	PM25	0.116975668
VCC 24724 (NG T7 SWCVng)	2016	NG	ROG	0.173637234
VCC 24724 (NG T7 SWCVng)	2016	NG	TOG	12.40266063
VCC 24724 (NG T7 SWCVng)	2017	NG	CH4	12.5073393
VCC 24724 (NG T7 SWCVng)	2017	NG	CO	46.15298585
VCC 24724 (NG T7 SWCVng)	2017	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2017	NG	HC	12.79023757
VCC 24724 (NG T7 SWCVng)	2017	NG	NOx	2.478849698
VCC 24724 (NG T7 SWCVng)	2017	NG	PM	0.320112387
VCC 24724 (NG T7 SWCVng)	2017	NG	PM10	0.316103275
VCC 24724 (NG T7 SWCVng)	2017	NG	PM25	0.120389872
VCC 24724 (NG T7 SWCVng)	2017	NG	ROG	0.178705204
VCC 24724 (NG T7 SWCVng)	2017	NG	TOG	12.7646571
VCC 24724 (NG T7 SWCVng)	2018	NG	CH4	12.50725983
VCC 24724 (NG T7 SWCVng)	2018	NG	CO	46.15269265
VCC 24724 (NG T7 SWCVng)	2018	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2018	NG	HC	12.79015635
VCC 24724 (NG T7 SWCVng)	2018	NG	NOx	2.478997344
VCC 24724 (NG T7 SWCVng)	2018	NG	PM	0.320110254
VCC 24724 (NG T7 SWCVng)	2018	NG	PM10	0.316101136
VCC 24724 (NG T7 SWCVng)	2018	NG	PM25	0.120389071
VCC 24724 (NG T7 SWCVng)	2018	NG	ROG	0.178704052
VCC 24724 (NG T7 SWCVng)	2018	NG	TOG	12.76457601
VCC 24724 (NG T7 SWCVng)	2019	NG	CH4	12.5073272
VCC 24724 (NG T7 SWCVng)	2019	NG	CO	46.15294141
VCC 24724 (NG T7 SWCVng)	2019	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2019	NG	HC	12.7902253
VCC 24724 (NG T7 SWCVng)	2019	NG	NOx	2.478837284
VCC 24724 (NG T7 SWCVng)	2019	NG	PM	0.320112056
VCC 24724 (NG T7 SWCVng)	2019	NG	PM10	0.316102979
VCC 24724 (NG T7 SWCVng)	2019	NG	PM25	0.120389725
VCC 24724 (NG T7 SWCVng)	2019	NG	ROG	0.178705026
VCC 24724 (NG T7 SWCVng)	2019	NG	TOG	12.76464483
VCC 24724 (NG T7 SWCVng)	2020	NG	CH4	12.50728996
VCC 24724 (NG T7 SWCVng)	2020	NG	CO	46.15280387
VCC 24724 (NG T7 SWCVng)	2020	NG	CO2	10079.83333
VCC 24724 (NG T7 SWCVng)	2020	NG	HC	12.79018713
VCC 24724 (NG T7 SWCVng)	2020	NG	NOx	2.478896211
VCC 24724 (NG T7 SWCVng)	2020	NG	PM	0.320111074
VCC 24724 (NG T7 SWCVng)	2020	NG	PM10	0.316101958
VCC 24724 (NG T7 SWCVng)	2020	NG	PM25	0.120389394
VCC 24724 (NG T7 SWCVng)	2020	NG	ROG	0.17870449
VCC 24724 (NG T7 SWCVng)	2020	NG	TOG	12.76460678
