Material	Zone	Year	Price [$/unit]
Biomass from EIA [mmBTU]	New England	2020	5
Biomass from EIA [mmBTU]	Middle Atlantic	2020	5
Biomass from EIA [mmBTU]	East North Central	2020	5
Biomass from EIA [mmBTU]	West North Central	2020	5
Biomass from EIA [mmBTU]	South Atlantic	2020	5
Biomass from EIA [mmBTU]	East South Central	2020	5
Biomass from EIA [mmBTU]	West South Central	2020	5
Biomass from EIA [mmBTU]	Mountain	2020	5
Biomass from EIA [mmBTU]	Pacific	2020	5
