Technology	Year	Capacity [kg/yr]	Yield [kg/kg]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]
LH2 Truck Terminal	2005	3.14E+08	1	1	0	0	0	0	1.32	0
LH2 Truck Terminal	2005	3.16E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	3.25E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	3.27E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	3.34E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	3.36E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	3.45E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	3.46E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	3.55E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	3.57E+08	1	1	0	0	0	0	1.27	0
LH2 Truck Terminal	2005	3.58E+08	1	1	0	0	0	0	1.27	0
LH2 Truck Terminal	2005	3.60E+08	1	1	0	0	0	0	1.33	0
LH2 Truck Terminal	2005	3.69E+08	1	1	0	0	0	0	1.33	0
LH2 Truck Terminal	2005	3.70E+08	1	1	0	0	0	0	1.32	0
LH2 Truck Terminal	2005	3.79E+08	1	1	0	0	0	0	1.32	0
LH2 Truck Terminal	2005	3.81E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	3.92E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	3.93E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	4.04E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	4.05E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	415725299	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	4.17E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	4.28E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	4.29E+08	1	1	0	0	0	0	1.27	0
LH2 Truck Terminal	2005	4.31E+08	1	1	0	0	0	0	1.27	0
LH2 Truck Terminal	2005	4.32E+08	1	1	0	0	0	0	1.32	0
LH2 Truck Terminal	2005	4.44E+08	1	1	0	0	0	0	1.32	0
LH2 Truck Terminal	2005	4.46E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	4.60E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	4.61E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	4.73E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	4.75E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	4.88E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	4.90E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	5.02E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	5.03E+08	1	1	0	0	0	0	1.32	0
LH2 Truck Terminal	2005	5.11E+08	1	1	0	0	0	0	1.32	0
LH2 Truck Terminal	2005	5.12E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	5.28E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	529104926	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	5.44E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	5.46E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	5.61E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	5.62E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	5.74E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	5.76E+08	1	1	0	0	0	0	1.32	0
LH2 Truck Terminal	2005	5.79E+08	1	1	0	0	0	0	1.32	0
LH2 Truck Terminal	2005	5.81E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	5.97E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	5.99E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	6.15E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	6.17E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	6.35E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	6.36E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	6.47E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	6.49E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	6.67E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	6.68E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	6.89E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	6.91E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	7.11E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	7.12E+08	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	718070971	1	1	0	0	0	0	1.28	0
LH2 Truck Terminal	2005	7.20E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	7.39E+08	1	1	0	0	0	0	1.31	0
LH2 Truck Terminal	2005	7.41E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	7.62E+08	1	1	0	0	0	0	1.3	0
LH2 Truck Terminal	2005	7.63E+08	1	1	0	0	0	0	1.29	0
LH2 Truck Terminal	2005	7.68E+08	1	1	0	0	0	0	1.29	0
GH2 Pipeline Compressor	2005	982496	1	1	0	0	0	0	0.24	0
GH2 Pipeline Compressor	2005	1.23E+06	1	1	0	0	0	0	0.23	0
GH2 Pipeline Compressor	2005	1.47E+06	1	1	0	0	0	0	0.23	0
GH2 Pipeline Compressor	2005	1.72E+06	1	1	0	0	0	0	0.22	0
GH2 Pipeline Compressor	2005	2456239	1	1	0	0	0	0	0.22	0
GH2 Pipeline Compressor	2005	4912478	1	1	0	0	0	0	0.14	0
GH2 Pipeline Compressor	2005	7368717	1	1	0	0	0	0	0.12	0
GH2 Pipeline Compressor	2005	9824956	1	1	0	0	0	0	0.11	0
GH2 Pipeline Compressor	2005	12281195	1	1	0	0	0	0	0.11	0
GH2 Pipeline Compressor	2005	14737434	1	1	0	0	0	0	0.1	0
GH2 Pipeline Compressor	2005	17193673	1	1	0	0	0	0	0.1	0
GH2 Pipeline Compressor	2005	19649912	1	1	0	0	0	0	0.09	0
GH2 Pipeline Compressor	2005	24562390	1	1	0	0	0	0	0.09	0
GH2 Pipeline Compressor	2005	27018629	1	1	0	0	0	0	0.08	0
GH2 Pipeline Compressor	2005	41756063	1	1	0	0	0	0	0.08	0
GH2 Pipeline Compressor	2005	44212302	1	1	0	0	0	0	0.07	0
GH2 Pipeline Compressor	2005	78599648	1	1	0	0	0	0	0.07	0
GH2 Pipeline Compressor	2005	81055887	1	1	0	0	0	0	0.06	0
GH2 Pipeline Compressor	2005	181761686	1	1	0	0	0	0	0.06	0
GH2 Pipeline Compressor	2005	184217925	1	1	0	0	0	0	0.05	0
GH2 Pipeline Compressor	2005	785996480	1	1	0	0	0	0	0.05	0
GH2 Pipeline Truck Terminal	2005	982496	1	1	0	0	0	0	0.87	0
GH2 Pipeline Truck Terminal	2005	1.23E+06	1	1	0	0	0	0	0.8	0
GH2 Pipeline Truck Terminal	2005	1.47E+06	1	1	0	0	0	0	0.75	0
GH2 Pipeline Truck Terminal	2005	1.72E+06	1	1	0	0	0	0	0.72	0
GH2 Pipeline Truck Terminal	2005	1.96E+06	1	1	0	0	0	0	0.69	0
GH2 Pipeline Truck Terminal	2005	2209702	1	1	0	0	0	0	0.67	0
GH2 Pipeline Truck Terminal	2005	2456239	1	1	0	0	0	0	0.65	0
GH2 Pipeline Truck Terminal	2005	4912478	1	1	0	0	0	0	0.62	0
GH2 Pipeline Truck Terminal	2005	7368717	1	1	0	0	0	0	0.55	0
GH2 Pipeline Truck Terminal	2005	9824956	1	1	0	0	0	0	0.51	0
GH2 Pipeline Truck Terminal	2005	12281195	1	1	0	0	0	0	0.49	0
GH2 Pipeline Truck Terminal	2005	14737434	1	1	0	0	0	0	0.47	0
GH2 Pipeline Truck Terminal	2005	17193673	1	1	0	0	0	0	0.45	0
GH2 Pipeline Truck Terminal	2005	19649912	1	1	0	0	0	0	0.44	0
GH2 Pipeline Truck Terminal	2005	22106151	1	1	0	0	0	0	0.43	0
GH2 Pipeline Truck Terminal	2005	24562390	1	1	0	0	0	0	0.42	0
GH2 Pipeline Truck Terminal	2005	27018629	1	1	0	0	0	0	0.42	0
GH2 Pipeline Truck Terminal	2005	29474868	1	1	0	0	0	0	0.41	0
GH2 Pipeline Truck Terminal	2005	31931107	1	1	0	0	0	0	0.4	0
GH2 Pipeline Truck Terminal	2005	36843585	1	1	0	0	0	0	0.4	0
GH2 Pipeline Truck Terminal	2005	39299824	1	1	0	0	0	0	0.39	0
GH2 Pipeline Truck Terminal	2005	41756063	1	1	0	0	0	0	0.39	0
GH2 Pipeline Truck Terminal	2005	44212302	1	1	0	0	0	0	0.38	0
GH2 Pipeline Truck Terminal	2005	51581019	1	1	0	0	0	0	0.38	0
GH2 Pipeline Truck Terminal	2005	54037258	1	1	0	0	0	0	0.37	0
GH2 Pipeline Truck Terminal	2005	63862214	1	1	0	0	0	0	0.37	0
GH2 Pipeline Truck Terminal	2005	66318453	1	1	0	0	0	0	0.36	0
GH2 Pipeline Truck Terminal	2005	78599648	1	1	0	0	0	0	0.36	0
GH2 Pipeline Truck Terminal	2005	81055887	1	1	0	0	0	0	0.35	0
GH2 Pipeline Truck Terminal	2005	103162038	1	1	0	0	0	0	0.35	0
GH2 Pipeline Truck Terminal	2005	105618277	1	1	0	0	0	0	0.34	0
GH2 Pipeline Truck Terminal	2005	135093145	1	1	0	0	0	0	0.34	0
GH2 Pipeline Truck Terminal	2005	137549384	1	1	0	0	0	0	0.33	0
GH2 Pipeline Truck Terminal	2005	189130403	1	1	0	0	0	0	0.33	0
GH2 Pipeline Truck Terminal	2005	191586642	1	1	0	0	0	0	0.32	0
GH2 Pipeline Truck Terminal	2005	216149032	1	1	0	0	0	0	0.32	0
GH2 Pipeline Truck Terminal	2005	218605271	1	1	0	0	0	0	0.33	0
GH2 Pipeline Truck Terminal	2005	262817573	1	1	0	0	0	0	0.33	0
GH2 Pipeline Truck Terminal	2005	265273812	1	1	0	0	0	0	0.32	0
GH2 Pipeline Truck Terminal	2005	329136026	1	1	0	0	0	0	0.32	0
GH2 Pipeline Truck Terminal	2005	331592265	1	1	0	0	0	0	0.33	0
GH2 Pipeline Truck Terminal	2005	334048504	1	1	0	0	0	0	0.33	0
GH2 Pipeline Truck Terminal	2005	336504743	1	1	0	0	0	0	0.32	0
GH2 Pipeline Truck Terminal	2005	785996480	1	1	0	0	0	0	0.32	0
GH2 Pipeline	2005	982496	1	1	0	0	0	0	4.06	2.73
GH2 Pipeline	2005	1.23E+06	1	1	0	0	0	0	3.24	0.166
GH2 Pipeline	2005	1.47E+06	1	1	0	0	0	0	2.7	0.0857
GH2 Pipeline	2005	1.72E+06	1	1	0	0	0	0	2.32	0.058
GH2 Pipeline	2005	1.96E+06	1	1	0	0	0	0	2.04	0.0439
GH2 Pipeline	2005	2.21E+06	1	1	0	0	0	0	1.82	0.0355
GH2 Pipeline	2005	2456239	1	1	0	0	0	0	1.64	0.0298
GH2 Pipeline	2005	4912478	1	1	0	0	0	0	0.85	0.0119
GH2 Pipeline	2005	7368717	1	1	0	0	0	0	0.58	0.00772
GH2 Pipeline	2005	9824956	1	1	0	0	0	0	0.45	0.00582
GH2 Pipeline	2005	12281195	1	1	0	0	0	0	0.36	0.00473
GH2 Pipeline	2005	14737434	1	1	0	0	0	0	0.31	0.00402
GH2 Pipeline	2005	17193673	1	1	0	0	0	0	0.27	0.00351
GH2 Pipeline	2005	19649912	1	1	0	0	0	0	0.24	0.00314
GH2 Pipeline	2005	22106151	1	1	0	0	0	0	0.22	0.00284
GH2 Pipeline	2005	24562390	1	1	0	0	0	0	0.2	0.00261
GH2 Pipeline	2005	27018629	1	1	0	0	0	0	0.18	0.00242
GH2 Pipeline	2005	29474868	1	1	0	0	0	0	0.17	0.00226
GH2 Pipeline	2005	31931107	1	1	0	0	0	0	0.16	0.00212
GH2 Pipeline	2005	34387346	1	1	0	0	0	0	0.15	0.00201
GH2 Pipeline	2005	36843585	1	1	0	0	0	0	0.14	0.00191
GH2 Pipeline	2005	39299824	1	1	0	0	0	0	0.13	0.00182
GH2 Pipeline	2005	41756063	1	1	0	0	0	0	0.13	0.00173
GH2 Pipeline	2005	44212302	1	1	0	0	0	0	0.12	0.00166
GH2 Pipeline	2005	46668541	1	1	0	0	0	0	0.11	0.00161
GH2 Pipeline	2005	49124780	1	1	0	0	0	0	0.11	0.00154
GH2 Pipeline	2005	51581019	1	1	0	0	0	0	0.1	0.0015
GH2 Pipeline	2005	54037258	1	1	0	0	0	0	0.1	0.00144
GH2 Pipeline	2005	56493497	1	1	0	0	0	0	0.1	0.0014
GH2 Pipeline	2005	58949736	1	1	0	0	0	0	0.09	0.00136
GH2 Pipeline	2005	61405975	1	1	0	0	0	0	0.09	0.00132
GH2 Pipeline	2005	63862214	1	1	0	0	0	0	0.09	0.00128
GH2 Pipeline	2005	66318453	1	1	0	0	0	0	0.09	0.00125
GH2 Pipeline	2005	68774692	1	1	0	0	0	0	0.08	0.00122
GH2 Pipeline	2005	71230931	1	1	0	0	0	0	0.08	0.0012
GH2 Pipeline	2005	73687170	1	1	0	0	0	0	0.08	0.00116
GH2 Pipeline	2005	76143409	1	1	0	0	0	0	0.08	0.00114
GH2 Pipeline	2005	78599648	1	1	0	0	0	0	0.07	0.00112
GH2 Pipeline	2005	81055887	1	1	0	0	0	0	0.07	0.0011
GH2 Pipeline	2005	83512126	1	1	0	0	0	0	0.07	0.00107
GH2 Pipeline	2005	85968365	1	1	0	0	0	0	0.07	0.00105
GH2 Pipeline	2005	88424604	1	1	0	0	0	0	0.07	0.00103
GH2 Pipeline	2005	90880843	1	1	0	0	0	0	0.07	0.00102
GH2 Pipeline	2005	93337082	1	1	0	0	0	0	0.07	0.001
GH2 Pipeline	2005	95793321	1	1	0	0	0	0	0.06	0.000989
GH2 Pipeline	2005	98249560	1	1	0	0	0	0	0.06	0.000973
GH2 Pipeline	2005	100705799	1	1	0	0	0	0	0.06	0.000957
GH2 Pipeline	2005	103162038	1	1	0	0	0	0	0.06	0.000942
GH2 Pipeline	2005	105618277	1	1	0	0	0	0	0.06	0.000926
GH2 Pipeline	2005	108074516	1	1	0	0	0	0	0.06	0.000915
GH2 Pipeline	2005	110530755	1	1	0	0	0	0	0.06	0.0009
GH2 Pipeline	2005	112986994	1	1	0	0	0	0	0.06	0.000889
GH2 Pipeline	2005	115443233	1	1	0	0	0	0	0.06	0.000878
GH2 Pipeline	2005	117899472	1	1	0	0	0	0	0.05	0.000868
GH2 Pipeline	2005	120355711	1	1	0	0	0	0	0.05	0.000857
GH2 Pipeline	2005	122811950	1	1	0	0	0	0	0.05	0.000847
GH2 Pipeline	2005	125268189	1	1	0	0	0	0	0.05	0.000836
GH2 Pipeline	2005	127724428	1	1	0	0	0	0	0.05	0.000826
GH2 Pipeline	2005	130180667	1	1	0	0	0	0	0.05	0.000815
GH2 Pipeline	2005	132636906	1	1	0	0	0	0	0.05	0.00081
GH2 Pipeline	2005	135093145	1	1	0	0	0	0	0.05	0.0008
GH2 Pipeline	2005	137549384	1	1	0	0	0	0	0.05	0.000789
GH2 Pipeline	2005	140005623	1	1	0	0	0	0	0.05	0.000784
GH2 Pipeline	2005	142461862	1	1	0	0	0	0	0.05	0.000773
GH2 Pipeline	2005	144918101	1	1	0	0	0	0	0.05	0.000768
GH2 Pipeline	2005	147374340	1	1	0	0	0	0	0.05	0.000757
GH2 Pipeline	2005	149830579	1	1	0	0	0	0	0.05	0.000752
GH2 Pipeline	2005	152286818	1	1	0	0	0	0	0.05	0.000742
GH2 Pipeline	2005	154743057	1	1	0	0	0	0	0.04	0.000742
GH2 Pipeline	2005	157199296	1	1	0	0	0	0	0.04	0.000736
GH2 Pipeline	2005	159655535	1	1	0	0	0	0	0.04	0.000726
GH2 Pipeline	2005	162111774	1	1	0	0	0	0	0.04	0.000721
GH2 Pipeline	2005	164568013	1	1	0	0	0	0	0.04	0.000715
GH2 Pipeline	2005	167024252	1	1	0	0	0	0	0.04	0.00071
GH2 Pipeline	2005	169480491	1	1	0	0	0	0	0.04	0.0007
GH2 Pipeline	2005	171936730	1	1	0	0	0	0	0.04	0.000694
GH2 Pipeline	2005	174392969	1	1	0	0	0	0	0.04	0.000689
GH2 Pipeline	2005	176849208	1	1	0	0	0	0	0.04	0.000684
GH2 Pipeline	2005	179305447	1	1	0	0	0	0	0.04	0.000678
GH2 Pipeline	2005	181761686	1	1	0	0	0	0	0.04	0.000673
GH2 Pipeline	2005	184217925	1	1	0	0	0	0	0.04	0.000668
GH2 Pipeline	2005	186674164	1	1	0	0	0	0	0.04	0.000663
GH2 Pipeline	2005	189130403	1	1	0	0	0	0	0.04	0.000657
GH2 Pipeline	2005	191586642	1	1	0	0	0	0	0.04	0.000652
GH2 Pipeline	2005	194042881	1	1	0	0	0	0	0.04	0.000647
GH2 Pipeline	2005	196499120	1	1	0	0	0	0	0.04	0.000642
GH2 Pipeline	2005	198955359	1	1	0	0	0	0	0.04	0.000642
GH2 Pipeline	2005	201411598	1	1	0	0	0	0	0.04	0.000636
GH2 Pipeline	2005	203867837	1	1	0	0	0	0	0.04	0.000631
GH2 Pipeline	2005	206324076	1	1	0	0	0	0	0.04	0.000626
GH2 Pipeline	2005	208780315	1	1	0	0	0	0	0.04	0.000621
GH2 Pipeline	2005	211236554	1	1	0	0	0	0	0.04	0.000621
GH2 Pipeline	2005	213692793	1	1	0	0	0	0	0.04	0.000615
GH2 Pipeline	2005	216149032	1	1	0	0	0	0	0.04	0.00061
GH2 Pipeline	2005	218605271	1	1	0	0	0	0	0.03	0.00061
GH2 Pipeline	2005	221061510	1	1	0	0	0	0	0.03	0.00061
GH2 Pipeline	2005	223517749	1	1	0	0	0	0	0.03	0.000605
GH2 Pipeline	2005	225973988	1	1	0	0	0	0	0.03	0.0006
GH2 Pipeline	2005	228430227	1	1	0	0	0	0	0.03	0.000594
GH2 Pipeline	2005	230886466	1	1	0	0	0	0	0.03	0.000594
GH2 Pipeline	2005	233342705	1	1	0	0	0	0	0.03	0.000589
GH2 Pipeline	2005	235798944	1	1	0	0	0	0	0.03	0.000584
GH2 Pipeline	2005	238255183	1	1	0	0	0	0	0.03	0.000584
GH2 Pipeline	2005	240711422	1	1	0	0	0	0	0.03	0.000578
GH2 Pipeline	2005	243167661	1	1	0	0	0	0	0.03	0.000578
GH2 Pipeline	2005	245623900	1	1	0	0	0	0	0.03	0.000573
GH2 Pipeline	2005	248080139	1	1	0	0	0	0	0.03	0.000568
GH2 Pipeline	2005	250536378	1	1	0	0	0	0	0.03	0.000568
GH2 Pipeline	2005	252992617	1	1	0	0	0	0	0.03	0.000563
GH2 Pipeline	2005	255448856	1	1	0	0	0	0	0.03	0.000563
GH2 Pipeline	2005	257905095	1	1	0	0	0	0	0.03	0.000557
GH2 Pipeline	2005	260361334	1	1	0	0	0	0	0.03	0.000557
GH2 Pipeline	2005	262817573	1	1	0	0	0	0	0.03	0.000552
GH2 Pipeline	2005	265273812	1	1	0	0	0	0	0.03	0.000552
GH2 Pipeline	2005	267730051	1	1	0	0	0	0	0.03	0.000547
GH2 Pipeline	2005	270186290	1	1	0	0	0	0	0.03	0.000547
GH2 Pipeline	2005	272642529	1	1	0	0	0	0	0.03	0.000542
GH2 Pipeline	2005	275098768	1	1	0	0	0	0	0.03	0.000542
GH2 Pipeline	2005	277555007	1	1	0	0	0	0	0.03	0.000536
GH2 Pipeline	2005	280011246	1	1	0	0	0	0	0.03	0.000536
GH2 Pipeline	2005	282467485	1	1	0	0	0	0	0.03	0.000531
GH2 Pipeline	2005	284923724	1	1	0	0	0	0	0.03	0.000531
GH2 Pipeline	2005	287379963	1	1	0	0	0	0	0.03	0.000526
GH2 Pipeline	2005	289836202	1	1	0	0	0	0	0.03	0.000526
GH2 Pipeline	2005	292292441	1	1	0	0	0	0	0.03	0.000521
GH2 Pipeline	2005	294748680	1	1	0	0	0	0	0.03	0.000521
GH2 Pipeline	2005	297204919	1	1	0	0	0	0	0.03	0.000515
GH2 Pipeline	2005	302117397	1	1	0	0	0	0	0.03	0.000515
GH2 Pipeline	2005	304573636	1	1	0	0	0	0	0.03	0.00051
GH2 Pipeline	2005	307029875	1	1	0	0	0	0	0.03	0.00051
GH2 Pipeline	2005	309486114	1	1	0	0	0	0	0.03	0.000505
GH2 Pipeline	2005	314398592	1	1	0	0	0	0	0.03	0.000505
GH2 Pipeline	2005	316854831	1	1	0	0	0	0	0.03	0.0005
GH2 Pipeline	2005	319311070	1	1	0	0	0	0	0.03	0.0005
GH2 Pipeline	2005	321767309	1	1	0	0	0	0	0.03	0.000494
GH2 Pipeline	2005	326679787	1	1	0	0	0	0	0.03	0.000494
GH2 Pipeline	2005	329136026	1	1	0	0	0	0	0.03	0.000489
GH2 Pipeline	2005	334048504	1	1	0	0	0	0	0.03	0.000489
GH2 Pipeline	2005	336504743	1	1	0	0	0	0	0.03	0.000484
GH2 Pipeline	2005	341417221	1	1	0	0	0	0	0.03	0.000484
GH2 Pipeline	2005	343873460	1	1	0	0	0	0	0.03	0.000478
GH2 Pipeline	2005	348785938	1	1	0	0	0	0	0.03	0.000478
GH2 Pipeline	2005	351242177	1	1	0	0	0	0	0.03	0.000473
GH2 Pipeline	2005	353698416	1	1	0	0	0	0	0.03	0.000473
GH2 Pipeline	2005	356154655	1	1	0	0	0	0	0.02	0.000478
GH2 Pipeline	2005	358610894	1	1	0	0	0	0	0.02	0.000473
GH2 Pipeline	2005	363523372	1	1	0	0	0	0	0.02	0.000473
GH2 Pipeline	2005	365979611	1	1	0	0	0	0	0.02	0.000468
GH2 Pipeline	2005	370892089	1	1	0	0	0	0	0.02	0.000468
GH2 Pipeline	2005	373348328	1	1	0	0	0	0	0.02	0.000463
GH2 Pipeline	2005	380717045	1	1	0	0	0	0	0.02	0.000463
GH2 Pipeline	2005	383173284	1	1	0	0	0	0	0.02	0.000457
GH2 Pipeline	2005	390542001	1	1	0	0	0	0	0.02	0.000457
GH2 Pipeline	2005	392998240	1	1	0	0	0	0	0.02	0.000452
GH2 Pipeline	2005	397910718	1	1	0	0	0	0	0.02	0.000452
GH2 Pipeline	2005	400366957	1	1	0	0	0	0	0.02	0.000447
GH2 Pipeline	2005	407735674	1	1	0	0	0	0	0.02	0.000447
GH2 Pipeline	2005	410191913	1	1	0	0	0	0	0.02	0.000442
GH2 Pipeline	2005	420016869	1	1	0	0	0	0	0.02	0.000442
GH2 Pipeline	2005	422473108	1	1	0	0	0	0	0.02	0.000436
GH2 Pipeline	2005	429841825	1	1	0	0	0	0	0.02	0.000436
GH2 Pipeline	2005	432298064	1	1	0	0	0	0	0.02	0.000431
GH2 Pipeline	2005	439666781	1	1	0	0	0	0	0.02	0.000431
GH2 Pipeline	2005	442123020	1	1	0	0	0	0	0.02	0.000426
GH2 Pipeline	2005	451947976	1	1	0	0	0	0	0.02	0.000426
GH2 Pipeline	2005	454404215	1	1	0	0	0	0	0.02	0.000421
GH2 Pipeline	2005	464229171	1	1	0	0	0	0	0.02	0.000421
GH2 Pipeline	2005	466685410	1	1	0	0	0	0	0.02	0.000415
GH2 Pipeline	2005	476510366	1	1	0	0	0	0	0.02	0.000415
GH2 Pipeline	2005	478966605	1	1	0	0	0	0	0.02	0.00041
GH2 Pipeline	2005	488791561	1	1	0	0	0	0	0.02	0.00041
GH2 Pipeline	2005	491247800	1	1	0	0	0	0	0.02	0.000405
GH2 Pipeline	2005	503528995	1	1	0	0	0	0	0.02	0.000405
GH2 Pipeline	2005	505985234	1	1	0	0	0	0	0.02	0.0004
GH2 Pipeline	2005	518266429	1	1	0	0	0	0	0.02	0.0004
GH2 Pipeline	2005	520722668	1	1	0	0	0	0	0.02	0.000394
GH2 Pipeline	2005	533003863	1	1	0	0	0	0	0.02	0.000394
GH2 Pipeline	2005	535460102	1	1	0	0	0	0	0.02	0.000389
GH2 Pipeline	2005	547741297	1	1	0	0	0	0	0.02	0.000389
GH2 Pipeline	2005	550197536	1	1	0	0	0	0	0.02	0.000384
GH2 Pipeline	2005	564934970	1	1	0	0	0	0	0.02	0.000384
GH2 Pipeline	2005	567391209	1	1	0	0	0	0	0.02	0.000378
GH2 Pipeline	2005	582128643	1	1	0	0	0	0	0.02	0.000378
GH2 Pipeline	2005	584584882	1	1	0	0	0	0	0.02	0.000373
GH2 Pipeline	2005	599322316	1	1	0	0	0	0	0.02	0.000373
GH2 Pipeline	2005	601778555	1	1	0	0	0	0	0.02	0.000368
GH2 Pipeline	2005	618972228	1	1	0	0	0	0	0.02	0.000368
GH2 Pipeline	2005	621428467	1	1	0	0	0	0	0.02	0.000363
GH2 Pipeline	2005	638622140	1	1	0	0	0	0	0.02	0.000363
GH2 Pipeline	2005	641078379	1	1	0	0	0	0	0.02	0.000357
GH2 Pipeline	2005	660728291	1	1	0	0	0	0	0.02	0.000357
GH2 Pipeline	2005	663184530	1	1	0	0	0	0	0.02	0.000352
GH2 Pipeline	2005	682834442	1	1	0	0	0	0	0.02	0.000352
GH2 Pipeline	2005	685290681	1	1	0	0	0	0	0.02	0.000347
GH2 Pipeline	2005	707396832	1	1	0	0	0	0	0.02	0.000347
GH2 Pipeline	2005	709853071	1	1	0	0	0	0	0.02	0.000342
GH2 Pipeline	2005	731959222	1	1	0	0	0	0	0.02	0.000342
GH2 Pipeline	2005	734415461	1	1	0	0	0	0	0.02	0.000336
GH2 Pipeline	2005	758977851	1	1	0	0	0	0	0.02	0.000336
GH2 Pipeline	2005	761434090	1	1	0	0	0	0	0.02	0.000331
GH2 Pipeline	2005	785996480	1	1	0	0	0	0	0.02	0.000331
Pure GH2 Truck	2005	982496	1	1	0	0	0	0	1.33	0
Pure GH2 Truck	2005	1.23E+06	1	1	0	0	0	0	1.25	0
Pure GH2 Truck	2005	1.47E+06	1	1	0	0	0	0	1.2	0
Pure GH2 Truck	2005	1.72E+06	1	1	0	0	0	0	1.17	0
Pure GH2 Truck	2005	1.96E+06	1	1	0	0	0	0	1.14	0
Pure GH2 Truck	2005	2209702	1	1	0	0	0	0	1.11	0
Pure GH2 Truck	2005	2456239	1	1	0	0	0	0	1.09	0
Pure GH2 Truck	2005	4912478	1	1	0	0	0	0	1	0
Pure GH2 Truck	2005	7368717	1	1	0	0	0	0	0.89	0
Pure GH2 Truck	2005	9824956	1	1	0	0	0	0	0.82	0
Pure GH2 Truck	2005	12281195	1	1	0	0	0	0	0.77	0
Pure GH2 Truck	2005	14737434	1	1	0	0	0	0	0.73	0
Pure GH2 Truck	2005	17193673	1	1	0	0	0	0	0.71	0
Pure GH2 Truck	2005	19649912	1	1	0	0	0	0	0.68	0
Pure GH2 Truck	2005	22106151	1	1	0	0	0	0	0.67	0
Pure GH2 Truck	2005	24562390	1	1	0	0	0	0	0.65	0
Pure GH2 Truck	2005	27018629	1	1	0	0	0	0	0.64	0
Pure GH2 Truck	2005	29474868	1	1	0	0	0	0	0.62	0
Pure GH2 Truck	2005	31931107	1	1	0	0	0	0	0.61	0
Pure GH2 Truck	2005	34387346	1	1	0	0	0	0	0.6	0
Pure GH2 Truck	2005	36843585	1	1	0	0	0	0	0.59	0
