Technology	Year	Capacity [kg/yr]	Yield [kg/kg]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]
LH2 Pipeline	2005	1.51E+07	1	1	0	0	0	0	0.3	0.003735
LH2 Pipeline	2005	1.66E+07	1	1	0	0	0	0	0.28	0.00344
LH2 Pipeline	2005	1.81E+07	1	1	0	0	0	0	0.26	0.00319
LH2 Pipeline	2005	1.97E+07	1	1	0	0	0	0	0.24	0.002985
LH2 Pipeline	2005	2.12E+07	1	1	0	0	0	0	0.22	0.00281
LH2 Pipeline	2005	2.27E+07	1	1	0	0	0	0	0.21	0.002655
LH2 Pipeline	2005	2.42E+07	1	1	0	0	0	0	0.2	0.00252
LH2 Pipeline	2005	2.57E+07	1	1	0	0	0	0	0.19	0.0024
LH2 Pipeline	2005	2.72E+07	1	1	0	0	0	0	0.18	0.00229
LH2 Pipeline	2005	2.87E+07	1	1	0	0	0	0	0.17	0.0022
LH2 Pipeline	2005	3.02E+07	1	1	0	0	0	0	0.16	0.002115
LH2 Pipeline	2005	3.17E+07	1	1	0	0	0	0	0.16	0.00203
LH2 Pipeline	2005	3.33E+07	1	1	0	0	0	0	0.15	0.00196
LH2 Pipeline	2005	3.48E+07	1	1	0	0	0	0	0.15	0.001895
LH2 Pipeline	2005	3.63E+07	1	1	0	0	0	0	0.14	0.001835
LH2 Pipeline	2005	37793209	1	1	0	0	0	0	0.14	0.00178
LH2 Pipeline	2005	3.93E+07	1	1	0	0	0	0	0.13	0.00173
LH2 Pipeline	2005	4.08E+07	1	1	0	0	0	0	0.13	0.00168
LH2 Pipeline	2005	4.23E+07	1	1	0	0	0	0	0.12	0.00164
LH2 Pipeline	2005	4.38E+07	1	1	0	0	0	0	0.12	0.001595
LH2 Pipeline	2005	4.54E+07	1	1	0	0	0	0	0.12	0.001555
LH2 Pipeline	2005	4.69E+07	1	1	0	0	0	0	0.11	0.001525
LH2 Pipeline	2005	4.84E+07	1	1	0	0	0	0	0.11	0.001485
LH2 Pipeline	2005	4.99E+07	1	1	0	0	0	0	0.11	0.001455
LH2 Pipeline	2005	5.14E+07	1	1	0	0	0	0	0.11	0.00142
LH2 Pipeline	2005	5.29E+07	1	1	0	0	0	0	0.1	0.001395
LH2 Pipeline	2005	5.44E+07	1	1	0	0	0	0	0.1	0.00137
LH2 Pipeline	2005	5.59E+07	1	1	0	0	0	0	0.1	0.00134
LH2 Pipeline	2005	5.74E+07	1	1	0	0	0	0	0.1	0.001315
LH2 Pipeline	2005	5.90E+07	1	1	0	0	0	0	0.09	0.001295
LH2 Pipeline	2005	6.05E+07	1	1	0	0	0	0	0.09	0.00127
LH2 Pipeline	2005	6.20E+07	1	1	0	0	0	0	0.09	0.00125
LH2 Pipeline	2005	6.35E+07	1	1	0	0	0	0	0.09	0.00123
LH2 Pipeline	2005	6.50E+07	1	1	0	0	0	0	0.09	0.00121
LH2 Pipeline	2005	6.65E+07	1	1	0	0	0	0	0.09	0.00119
LH2 Pipeline	2005	6.80E+07	1	1	0	0	0	0	0.08	0.001175
LH2 Pipeline	2005	6.95E+07	1	1	0	0	0	0	0.08	0.001155
LH2 Pipeline	2005	7.11E+07	1	1	0	0	0	0	0.08	0.00114
LH2 Pipeline	2005	7.26E+07	1	1	0	0	0	0	0.08	0.001125
LH2 Pipeline	2005	7.41E+07	1	1	0	0	0	0	0.08	0.001105
LH2 Pipeline	2005	75586418	1	1	0	0	0	0	0.08	0.00109
LH2 Pipeline	2005	7.71E+07	1	1	0	0	0	0	0.08	0.001075
LH2 Pipeline	2005	7.86E+07	1	1	0	0	0	0	0.07	0.00107
LH2 Pipeline	2005	8.01E+07	1	1	0	0	0	0	0.07	0.001055
LH2 Pipeline	2005	8.16E+07	1	1	0	0	0	0	0.07	0.00104
LH2 Pipeline	2005	8.31E+07	1	1	0	0	0	0	0.07	0.00103
LH2 Pipeline	2005	8.47E+07	1	1	0	0	0	0	0.07	0.001015
LH2 Pipeline	2005	8.62E+07	1	1	0	0	0	0	0.07	0.001005
LH2 Pipeline	2005	8.77E+07	1	1	0	0	0	0	0.07	0.00099
LH2 Pipeline	2005	8.92E+07	1	1	0	0	0	0	0.07	0.00098
LH2 Pipeline	2005	9.07E+07	1	1	0	0	0	0	0.07	0.00097
LH2 Pipeline	2005	9.22E+07	1	1	0	0	0	0	0.07	0.00096
LH2 Pipeline	2005	9.37E+07	1	1	0	0	0	0	0.07	0.00095
LH2 Pipeline	2005	9.52E+07	1	1	0	0	0	0	0.06	0.000945
LH2 Pipeline	2005	9.68E+07	1	1	0	0	0	0	0.06	0.000935
LH2 Pipeline	2005	9.83E+07	1	1	0	0	0	0	0.06	0.000925
LH2 Pipeline	2005	9.98E+07	1	1	0	0	0	0	0.06	0.000915
LH2 Pipeline	2005	1.01E+08	1	1	0	0	0	0	0.06	0.000905
LH2 Pipeline	2005	1.03E+08	1	1	0	0	0	0	0.06	0.0009
LH2 Pipeline	2005	1.04E+08	1	1	0	0	0	0	0.06	0.00089
LH2 Pipeline	2005	1.06E+08	1	1	0	0	0	0	0.06	0.00088
LH2 Pipeline	2005	1.07E+08	1	1	0	0	0	0	0.06	0.000875
LH2 Pipeline	2005	1.09E+08	1	1	0	0	0	0	0.06	0.000865
LH2 Pipeline	2005	1.10E+08	1	1	0	0	0	0	0.06	0.000855
LH2 Pipeline	2005	1.12E+08	1	1	0	0	0	0	0.06	0.00085
LH2 Pipeline	2005	113379627	1	1	0	0	0	0	0.06	0.000845
LH2 Pipeline	2005	1.15E+08	1	1	0	0	0	0	0.06	0.000835
LH2 Pipeline	2005	1.16E+08	1	1	0	0	0	0	0.06	0.00083
LH2 Pipeline	2005	1.18E+08	1	1	0	0	0	0	0.05	0.000825
LH2 Pipeline	2005	1.19E+08	1	1	0	0	0	0	0.05	0.00082
LH2 Pipeline	2005	1.21E+08	1	1	0	0	0	0	0.05	0.000815
LH2 Pipeline	2005	1.22E+08	1	1	0	0	0	0	0.05	0.000805
LH2 Pipeline	2005	1.24E+08	1	1	0	0	0	0	0.05	0.0008
LH2 Pipeline	2005	1.25E+08	1	1	0	0	0	0	0.05	0.000795
LH2 Pipeline	2005	1.27E+08	1	1	0	0	0	0	0.05	0.00079
LH2 Pipeline	2005	1.28E+08	1	1	0	0	0	0	0.05	0.000785
LH2 Pipeline	2005	1.30E+08	1	1	0	0	0	0	0.05	0.00078
LH2 Pipeline	2005	1.32E+08	1	1	0	0	0	0	0.05	0.00077
LH2 Pipeline	2005	1.33E+08	1	1	0	0	0	0	0.05	0.000765
LH2 Pipeline	2005	1.35E+08	1	1	0	0	0	0	0.05	0.00076
LH2 Pipeline	2005	1.36E+08	1	1	0	0	0	0	0.05	0.000755
LH2 Pipeline	2005	1.38E+08	1	1	0	0	0	0	0.05	0.00075
LH2 Pipeline	2005	1.39E+08	1	1	0	0	0	0	0.05	0.000745
LH2 Pipeline	2005	1.41E+08	1	1	0	0	0	0	0.05	0.00074
LH2 Pipeline	2005	1.42E+08	1	1	0	0	0	0	0.05	0.000735
LH2 Pipeline	2005	1.44E+08	1	1	0	0	0	0	0.05	0.00073
LH2 Pipeline	2005	1.45E+08	1	1	0	0	0	0	0.05	0.000725
LH2 Pipeline	2005	1.47E+08	1	1	0	0	0	0	0.05	0.00072
LH2 Pipeline	2005	1.48E+08	1	1	0	0	0	0	0.05	0.00072
LH2 Pipeline	2005	1.50E+08	1	1	0	0	0	0	0.05	0.000715
LH2 Pipeline	2005	151172836	1	1	0	0	0	0	0.05	0.00071
LH2 Pipeline	2005	1.53E+08	1	1	0	0	0	0	0.04	0.00071
LH2 Pipeline	2005	1.54E+08	1	1	0	0	0	0	0.04	0.000705
LH2 Pipeline	2005	1.56E+08	1	1	0	0	0	0	0.04	0.0007
LH2 Pipeline	2005	1.57E+08	1	1	0	0	0	0	0.04	0.0007
LH2 Pipeline	2005	1.59E+08	1	1	0	0	0	0	0.04	0.000695
LH2 Pipeline	2005	1.60E+08	1	1	0	0	0	0	0.04	0.00069
LH2 Pipeline	2005	1.62E+08	1	1	0	0	0	0	0.04	0.000685
LH2 Pipeline	2005	1.63E+08	1	1	0	0	0	0	0.04	0.00068
LH2 Pipeline	2005	1.65E+08	1	1	0	0	0	0	0.04	0.00068
LH2 Pipeline	2005	1.66E+08	1	1	0	0	0	0	0.04	0.000675
LH2 Pipeline	2005	1.68E+08	1	1	0	0	0	0	0.04	0.00067
LH2 Pipeline	2005	1.69E+08	1	1	0	0	0	0	0.04	0.00067
LH2 Pipeline	2005	1.71E+08	1	1	0	0	0	0	0.04	0.000665
LH2 Pipeline	2005	1.72E+08	1	1	0	0	0	0	0.04	0.00066
LH2 Pipeline	2005	1.74E+08	1	1	0	0	0	0	0.04	0.000655
LH2 Pipeline	2005	1.75E+08	1	1	0	0	0	0	0.04	0.000655
LH2 Pipeline	2005	1.77E+08	1	1	0	0	0	0	0.04	0.00065
LH2 Pipeline	2005	1.78E+08	1	1	0	0	0	0	0.04	0.000645
LH2 Pipeline	2005	1.80E+08	1	1	0	0	0	0	0.04	0.000645
LH2 Pipeline	2005	1.81E+08	1	1	0	0	0	0	0.04	0.00064
LH2 Pipeline	2005	1.83E+08	1	1	0	0	0	0	0.04	0.00064
LH2 Pipeline	2005	1.84E+08	1	1	0	0	0	0	0.04	0.000635
LH2 Pipeline	2005	1.86E+08	1	1	0	0	0	0	0.04	0.00063
LH2 Pipeline	2005	1.87E+08	1	1	0	0	0	0	0.04	0.00063
LH2 Pipeline	2005	188966045	1	1	0	0	0	0	0.04	0.000625
LH2 Pipeline	2005	1.90E+08	1	1	0	0	0	0	0.04	0.000625
LH2 Pipeline	2005	1.92E+08	1	1	0	0	0	0	0.04	0.00062
LH2 Pipeline	2005	1.94E+08	1	1	0	0	0	0	0.04	0.00062
LH2 Pipeline	2005	1.95E+08	1	1	0	0	0	0	0.04	0.000615
LH2 Pipeline	2005	1.97E+08	1	1	0	0	0	0	0.04	0.00061
LH2 Pipeline	2005	1.98E+08	1	1	0	0	0	0	0.04	0.00061
LH2 Pipeline	2005	2.00E+08	1	1	0	0	0	0	0.04	0.000605
LH2 Pipeline	2005	2.01E+08	1	1	0	0	0	0	0.04	0.000605
LH2 Pipeline	2005	2.03E+08	1	1	0	0	0	0	0.04	0.0006
LH2 Pipeline	2005	2.04E+08	1	1	0	0	0	0	0.04	0.0006
LH2 Pipeline	2005	2.06E+08	1	1	0	0	0	0	0.04	0.000595
LH2 Pipeline	2005	2.07E+08	1	1	0	0	0	0	0.04	0.000595
LH2 Pipeline	2005	2.09E+08	1	1	0	0	0	0	0.04	0.00059
LH2 Pipeline	2005	2.10E+08	1	1	0	0	0	0	0.04	0.00059
LH2 Pipeline	2005	2.12E+08	1	1	0	0	0	0	0.04	0.000585
LH2 Pipeline	2005	2.13E+08	1	1	0	0	0	0	0.04	0.000585
LH2 Pipeline	2005	2.15E+08	1	1	0	0	0	0	0.04	0.00058
LH2 Pipeline	2005	2.16E+08	1	1	0	0	0	0	0.04	0.00058
LH2 Pipeline	2005	2.18E+08	1	1	0	0	0	0	0.03	0.000585
LH2 Pipeline	2005	2.19E+08	1	1	0	0	0	0	0.03	0.00058
LH2 Pipeline	2005	2.21E+08	1	1	0	0	0	0	0.03	0.00058
LH2 Pipeline	2005	2.22E+08	1	1	0	0	0	0	0.03	0.000575
LH2 Pipeline	2005	2.24E+08	1	1	0	0	0	0	0.03	0.000575
LH2 Pipeline	2005	2.25E+08	1	1	0	0	0	0	0.03	0.00057
LH2 Pipeline	2005	226759254	1	1	0	0	0	0	0.03	0.00057
LH2 Pipeline	2005	2.28E+08	1	1	0	0	0	0	0.03	0.000565
LH2 Pipeline	2005	2.31E+08	1	1	0	0	0	0	0.03	0.000565
LH2 Pipeline	2005	2.33E+08	1	1	0	0	0	0	0.03	0.00056
LH2 Pipeline	2005	2.34E+08	1	1	0	0	0	0	0.03	0.00056
LH2 Pipeline	2005	2.36E+08	1	1	0	0	0	0	0.03	0.000555
LH2 Pipeline	2005	2.39E+08	1	1	0	0	0	0	0.03	0.000555
LH2 Pipeline	2005	2.40E+08	1	1	0	0	0	0	0.03	0.00055
LH2 Pipeline	2005	2.43E+08	1	1	0	0	0	0	0.03	0.00055
LH2 Pipeline	2005	2.45E+08	1	1	0	0	0	0	0.03	0.000545
LH2 Pipeline	2005	2.46E+08	1	1	0	0	0	0	0.03	0.000545
LH2 Pipeline	2005	2.48E+08	1	1	0	0	0	0	0.03	0.00054
LH2 Pipeline	2005	2.51E+08	1	1	0	0	0	0	0.03	0.00054
LH2 Pipeline	2005	2.52E+08	1	1	0	0	0	0	0.03	0.000535
LH2 Pipeline	2005	2.55E+08	1	1	0	0	0	0	0.03	0.000535
LH2 Pipeline	2005	2.57E+08	1	1	0	0	0	0	0.03	0.00053
LH2 Pipeline	2005	2.60E+08	1	1	0	0	0	0	0.03	0.00053
LH2 Pipeline	2005	2.62E+08	1	1	0	0	0	0	0.03	0.000525
LH2 Pipeline	2005	264552463	1	1	0	0	0	0	0.03	0.000525
LH2 Pipeline	2005	2.66E+08	1	1	0	0	0	0	0.03	0.00052
LH2 Pipeline	2005	2.69E+08	1	1	0	0	0	0	0.03	0.00052
LH2 Pipeline	2005	2.71E+08	1	1	0	0	0	0	0.03	0.000515
LH2 Pipeline	2005	2.75E+08	1	1	0	0	0	0	0.03	0.000515
LH2 Pipeline	2005	2.77E+08	1	1	0	0	0	0	0.03	0.00051
LH2 Pipeline	2005	2.80E+08	1	1	0	0	0	0	0.03	0.00051
LH2 Pipeline	2005	2.81E+08	1	1	0	0	0	0	0.03	0.000505
LH2 Pipeline	2005	2.84E+08	1	1	0	0	0	0	0.03	0.000505
LH2 Pipeline	2005	2.86E+08	1	1	0	0	0	0	0.03	0.0005
LH2 Pipeline	2005	2.90E+08	1	1	0	0	0	0	0.03	0.0005
LH2 Pipeline	2005	2.92E+08	1	1	0	0	0	0	0.03	0.000495
LH2 Pipeline	2005	2.96E+08	1	1	0	0	0	0	0.03	0.000495
LH2 Pipeline	2005	2.98E+08	1	1	0	0	0	0	0.03	0.00049
LH2 Pipeline	2005	302345672	1	1	0	0	0	0	0.03	0.00049
LH2 Pipeline	2005	3.04E+08	1	1	0	0	0	0	0.03	0.000485
LH2 Pipeline	2005	3.08E+08	1	1	0	0	0	0	0.03	0.000485
LH2 Pipeline	2005	3.10E+08	1	1	0	0	0	0	0.03	0.00048
LH2 Pipeline	2005	3.14E+08	1	1	0	0	0	0	0.03	0.00048
LH2 Pipeline	2005	3.16E+08	1	1	0	0	0	0	0.03	0.000475
LH2 Pipeline	2005	3.20E+08	1	1	0	0	0	0	0.03	0.000475
LH2 Pipeline	2005	3.22E+08	1	1	0	0	0	0	0.03	0.00047
LH2 Pipeline	2005	3.27E+08	1	1	0	0	0	0	0.03	0.00047
LH2 Pipeline	2005	3.28E+08	1	1	0	0	0	0	0.03	0.000465
LH2 Pipeline	2005	3.34E+08	1	1	0	0	0	0	0.03	0.000465
LH2 Pipeline	2005	3.36E+08	1	1	0	0	0	0	0.03	0.00046
LH2 Pipeline	2005	3.42E+08	1	1	0	0	0	0	0.03	0.00046
LH2 Pipeline	2005	3.43E+08	1	1	0	0	0	0	0.03	0.000455
LH2 Pipeline	2005	3.49E+08	1	1	0	0	0	0	0.03	0.000455
LH2 Pipeline	2005	3.51E+08	1	1	0	0	0	0	0.03	0.00045
LH2 Pipeline	2005	3.55E+08	1	1	0	0	0	0	0.03	0.00045
LH2 Pipeline	2005	3.57E+08	1	1	0	0	0	0	0.02	0.000455
LH2 Pipeline	2005	3.58E+08	1	1	0	0	0	0	0.02	0.00045
LH2 Pipeline	2005	3.64E+08	1	1	0	0	0	0	0.02	0.00045
LH2 Pipeline	2005	3.66E+08	1	1	0	0	0	0	0.02	0.000445
LH2 Pipeline	2005	3.72E+08	1	1	0	0	0	0	0.02	0.000445
LH2 Pipeline	2005	3.73E+08	1	1	0	0	0	0	0.02	0.00044
LH2 Pipeline	2005	3.81E+08	1	1	0	0	0	0	0.02	0.00044
LH2 Pipeline	2005	3.82E+08	1	1	0	0	0	0	0.02	0.000435
LH2 Pipeline	2005	3.90E+08	1	1	0	0	0	0	0.02	0.000435
LH2 Pipeline	2005	3.92E+08	1	1	0	0	0	0	0.02	0.00043
LH2 Pipeline	2005	3.99E+08	1	1	0	0	0	0	0.02	0.00043
LH2 Pipeline	2005	4.01E+08	1	1	0	0	0	0	0.02	0.000425
LH2 Pipeline	2005	4.10E+08	1	1	0	0	0	0	0.02	0.000425
LH2 Pipeline	2005	4.11E+08	1	1	0	0	0	0	0.02	0.00042
LH2 Pipeline	2005	4.19E+08	1	1	0	0	0	0	0.02	0.00042
LH2 Pipeline	2005	4.20E+08	1	1	0	0	0	0	0.02	0.000415
LH2 Pipeline	2005	4.29E+08	1	1	0	0	0	0	0.02	0.000415
LH2 Pipeline	2005	4.31E+08	1	1	0	0	0	0	0.02	0.00041
LH2 Pipeline	2005	4.41E+08	1	1	0	0	0	0	0.02	0.00041
LH2 Pipeline	2005	4.43E+08	1	1	0	0	0	0	0.02	0.000405
LH2 Pipeline	2005	4.52E+08	1	1	0	0	0	0	0.02	0.000405
LH2 Pipeline	2005	453518508	1	1	0	0	0	0	0.02	0.0004
LH2 Pipeline	2005	4.64E+08	1	1	0	0	0	0	0.02	0.0004
LH2 Pipeline	2005	4.66E+08	1	1	0	0	0	0	0.02	0.000395
LH2 Pipeline	2005	4.76E+08	1	1	0	0	0	0	0.02	0.000395
LH2 Pipeline	2005	4.78E+08	1	1	0	0	0	0	0.02	0.00039
LH2 Pipeline	2005	4.90E+08	1	1	0	0	0	0	0.02	0.00039
LH2 Pipeline	2005	491311717	1	1	0	0	0	0	0.02	0.000385
LH2 Pipeline	2005	5.03E+08	1	1	0	0	0	0	0.02	0.000385
LH2 Pipeline	2005	5.05E+08	1	1	0	0	0	0	0.02	0.00038
LH2 Pipeline	2005	5.17E+08	1	1	0	0	0	0	0.02	0.00038
LH2 Pipeline	2005	5.19E+08	1	1	0	0	0	0	0.02	0.000375
LH2 Pipeline	2005	5.32E+08	1	1	0	0	0	0	0.02	0.000375
LH2 Pipeline	2005	5.34E+08	1	1	0	0	0	0	0.02	0.00037
LH2 Pipeline	2005	5.49E+08	1	1	0	0	0	0	0.02	0.00037
LH2 Pipeline	2005	5.50E+08	1	1	0	0	0	0	0.02	0.000365
LH2 Pipeline	2005	5.65E+08	1	1	0	0	0	0	0.02	0.000365
LH2 Pipeline	2005	566898135	1	1	0	0	0	0	0.02	0.00036
LH2 Pipeline	2005	5.82E+08	1	1	0	0	0	0	0.02	0.00036
LH2 Pipeline	2005	5.84E+08	1	1	0	0	0	0	0.02	0.000355
LH2 Pipeline	2005	6.00E+08	1	1	0	0	0	0	0.02	0.000355
LH2 Pipeline	2005	6.02E+08	1	1	0	0	0	0	0.02	0.00035
LH2 Pipeline	2005	6.20E+08	1	1	0	0	0	0	0.02	0.00035
LH2 Pipeline	2005	6.21E+08	1	1	0	0	0	0	0.02	0.000345
LH2 Pipeline	2005	6.39E+08	1	1	0	0	0	0	0.02	0.000345
LH2 Pipeline	2005	6.41E+08	1	1	0	0	0	0	0.02	0.00034
LH2 Pipeline	2005	6.61E+08	1	1	0	0	0	0	0.02	0.00034
LH2 Pipeline	2005	6.62E+08	1	1	0	0	0	0	0.02	0.000335
LH2 Pipeline	2005	6.83E+08	1	1	0	0	0	0	0.02	0.000335
LH2 Pipeline	2005	6.85E+08	1	1	0	0	0	0	0.02	0.00033
LH2 Pipeline	2005	7.07E+08	1	1	0	0	0	0	0.02	0.00033
LH2 Pipeline	2005	7.09E+08	1	1	0	0	0	0	0.02	0.000325
LH2 Pipeline	2005	7.33E+08	1	1	0	0	0	0	0.02	0.000325
LH2 Pipeline	2005	7.35E+08	1	1	0	0	0	0	0.02	0.00032
LH2 Pipeline	2005	7.59E+08	1	1	0	0	0	0	0.02	0.00032
LH2 Pipeline	2005	7.60E+08	1	1	0	0	0	0	0.02	0.000315
LH2 Pipeline	2005	7.68E+08	1	1	0	0	0	0	0.02	0.000315
